Institution,Data Source,Species,Total Length (cm),Fork Length (cm),Difference in Total & Fork Length (cm)
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,26,24,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,61,59,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,26,24,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,57,55,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
Cal Poly,Cal Poly NMFS Dissection,Black rockfish,38,36,2
Cal Poly,Cal Poly Observer Program,Vermilion rockfish,48,46,2
Cal Poly,Cal Poly Observer Program,Blue/Deacon Rockfish,39,37,2
Cal Poly,Cal Poly Observer Program,Olive/Yellowtail Rockfish,32,30,2
Cal Poly,Cal Poly Observer Program,Blue/Deacon Rockfish,35,33,2
Cal Poly,Cal Poly Observer Program,Blue/Deacon Rockfish,32,30,2
Cal Poly,Cal Poly Observer Program,Blue/Deacon Rockfish,25,23,2
Cal Poly,Cal Poly Observer Program,Vermilion rockfish,46,44,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,24,23,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,36,35,1
MLML,Brooks Canary Project,Canary Rockfish,35,34,1
MLML,Brooks Canary Project,Canary Rockfish,55,54,1
MLML,Brooks Canary Project,Canary Rockfish,25,24,1
MLML,Brooks Canary Project,Canary Rockfish,22,21,1
MLML,MLML NMFS Dissections,Olive/Yellowtail Rockfish,35,34,1
MLML,MLML NMFS Dissections,Gopher Rockfish,27,26,1
MLML,MLML NMFS Dissections,Black Rockfish,28,27,1
MLML,MLML NMFS Dissections,Brown Rockfish,24,23,1
MLML,MLML NMFS Dissections,Olive/Yellowtail Rockfish,24,23,1
MLML,MLML NMFS Dissections,Black Rockfish,25,24,1
MLML,MLML NMFS Dissections,Olive/Yellowtail Rockfish,39,38,1
MLML,MLML NMFS Dissections,Rosy Rockfish,23,22,1
MLML,MLML NMFS Dissections,Rosy Rockfish,22,21,1
MLML,MLML NMFS Dissections,Rosy Rockfish,18,17,1
MLML,MLML NMFS Dissections,Lingcod,58,57,1
MLML,MLML NMFS Dissections,Kelp Greenling,39,38,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,37,36,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,32,31,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,29,28,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,36,35,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,34,33,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,32,31,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,18,17,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,34,33,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,32,31,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,18,17,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,39,38,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,38,37,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,43,42,1
MLML,MLML CCFRP Trip,Canary Rockfish,26,25,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,38,37,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,46,45,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,40,39,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,33,32,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,34,33,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,41,40,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,18,17,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,42,41,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,42,41,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,45,44,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,34,33,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,38,37,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,19,18,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,44,43,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,37,36,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,36,35,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,27,26,1
MLML,MLML CCFRP Trip,Canary Rockfish,31,30,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,35,34,1
MLML,MLML CCFRP Trip,Canary Rockfish,24,23,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,36,35,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,35,34,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,35,34,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Trip,Black Rockfish,39,38,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,27,26,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,32,31,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,21,20,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,48,47,1
MLML,MLML CCFRP Trip,Black Rockfish,36,35,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,35,34,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,47,46,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Black Rockfish,32,31,1
MLML,MLML CCFRP Trip,Black Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Trip,Canary Rockfish,26,25,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,19,18,1
MLML,MLML CCFRP Trip,Black Rockfish,26,25,1
MLML,MLML CCFRP Trip,Canary Rockfish,19,18,1
MLML,MLML CCFRP Trip,Black Rockfish,25,24,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,32,31,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,24,23,1
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,27,26,1
MLML,MLML CCFRP Trip,Black Rockfish,35,34,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,20,19,1
MLML,MLML CCFRP Trip,Black Rockfish,36,35,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,35,34,1
MLML,MLML CCFRP Trip,Black Rockfish,33,32,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,50,49,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Black Rockfish,29,28,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,51,50,1
MLML,MLML CCFRP Trip,Black Rockfish,28,27,1
MLML,MLML CCFRP Trip,Black Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,21,20,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Black Rockfish,28,27,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,24,23,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,29,28,1
MLML,MLML CCFRP Trip,Black Rockfish,30,29,1
MLML,MLML CCFRP Trip,Black Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Black Rockfish,35,34,1
MLML,MLML CCFRP Trip,Black Rockfish,27,26,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,24,23,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,20,19,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Black Rockfish,32,31,1
MLML,MLML CCFRP Trip,Black Rockfish,33,32,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,21,20,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,47,46,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,24,23,1
MLML,MLML CCFRP Trip,Black Rockfish,29,28,1
MLML,MLML CCFRP Trip,Black Rockfish,27,26,1
MLML,MLML CCFRP Trip,Black Rockfish,27,26,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,19,18,1
MLML,MLML CCFRP Trip,Black Rockfish,35,34,1
MLML,MLML CCFRP Trip,Black Rockfish,34,33,1
MLML,MLML CCFRP Trip,Black Rockfish,32,31,1
MLML,MLML CCFRP Trip,Black Rockfish,35,34,1
MLML,MLML CCFRP Trip,Vermilion Rockfish,44,43,1
MLML,MLML CCFRP Trip,Black Rockfish,36,35,1
MLML,MLML CCFRP Trip,Black Rockfish,37,36,1
